Nandinilayout,13.009279,77.537628,104,19,25,13,574,150,522,1407,4715,337,295,196,20,20,20,211,20,20,20,20,224
Nelakadiranahalli,13.031128,77.506452,95,45,328,19,105,0,890,1482,3922,355,310,207,21,21,21,222,21,21,21,21,236
Palace Guttahalli,12.999183,77.578975,96,0,146,10,108,0,512,872,6005,208,183,122,12,12,12,130,12,12,12,12,139
Peenya Dasarahalli,13.026485,77.520397,27,2,41,8,25,0,43,146,5642,34,30,20,2,2,2,21,2,2,2,2,23
Peenya I Stage,13.026485,77.520397,5,0,2,0,8,0,0,15,3675,3,3,2,0,0,0,2,0,0,0,0,2
Peenya Small Industries,13.03368,77.525388,6,0,0,0,2,0,3,11,5657,2,1,1,0,0,0,1,0,0,0,0,1
Rajajinagar,15.433512,76.523966,4144,13,5096,268,11713,1119,7640,29993,1241,7198,6298,4198,429,429,429,4498,429,429,429,429,4798
Rajajinagar IVth Block,15.433512,76.523966,44,7,265,7,72,0,156,551,4748,132,115,76,8,8,8,82,8,8,8,8,88
Science Institute,22.736271,75.880242,22,2,79,11,27,0,13,154,5414,36,31,21,2,2,2,23,2,2,2,2,24
Seshadripuram,12.988297,77.577742,1733,499,5039,216,4293,111,11225,23116,4218,5547,4854,3236,330,330,330,3467,330,330,330,330,3698
Shivakote,13.134098,77.513487,0,0,7,1,3,0,7,18,2506,4,3,2,0,0,0,2,0,0,0,0,2
Silvepura,13.114125,77.50219,4,0,6,0,4,0,1,15,3417,3,3,2,0,0,0,2,0,0,0,0,2
Sri Chowdeshwari,13.021652,77.023908,22,1,96,0,41,3,99,262,1378,62,54,36,4,4,4,39,4,4,4,4,41
Srirampuram,12.990076,77.565258,7,1,14,1,47,0,36,106,5469,25,22,14,2,2,2,15,2,2,2,2,16
Swimming Pool Extn,28.70467,77.422543,31,0,158,36,115,0,251,591,1131,141,123,82,9,9,9,88,9,9,9,9,94
Tarabanahalli,13.100967,77.480717,20,3,79,12,0,0,42,156,5895,37,32,21,2,2,2,23,2,2,2,2,24
Vidyaranyapura,13.077238,77.558381,8,0,26,0,45,0,4,83,3587,19,17,11,1,1,1,12,1,1,1,1,13
Vijayanagar East,27.337503,88.614914,2251,137,2587,356,6499,472,3605,15907,1160,3817,3340,2226,227,227,227,2386,227,227,227,227,2544
Vijayanagar,12.327291,76.608728,33,0,111,24,62,0,86,316,2805,75,66,44,4,4,4,47,4,4,4,4,50
Viswaneedam,12.992315,77.485555,0,0,0,0,1,0,1,2,4843,0,0,0,0,0,0,0,0,0,0,0,0
Vyalikaval Extn,13.003927,77.578637,8,0,27,1,34,4,104,178,5723,42,37,24,3,3,3,26,3,3,3,3,28
West of Chord Road II stage,12.999662,77.549789,34,9,86,10,78,0,115,332,3112,79,69,46,5,5,5,49,5,5,5,5,52
Yeshwanthpur Bazar,13.025012,77.547198,25,4,15,7,68,2,196,317,1413,75,66,44,5,5,5,47,5,5,5,5,50
Yeswanthpura,13.015085,77.559799,24,34,134,30,0,0,71,293,4591,70,61,40,4,4,4,43,4,4,4,4,46
Abbur,12.333485,76.108943,315,3,652,28,536,180,563,2277,3874,546,477,318,33,33,33,341,33,33,33,33,364
Achalu,12.477093,77.363635,25,0,70,16,31,0,0,142,3280,33,29,19,2,2,2,21,2,2,2,2,22
Adarangi,13.1212,77.190415,4,0,8,0,23,0,28,63,3574,15,13,8,1,1,1,9,1,1,1,1,10
Agalakote,12.907179,77.168747,60,0,68,27,134,0,123,412,1337,98,86,57,6,6,6,61,6,6,6,6,65
Ajjanahalli,12.919267,77.382292,48,3,160,2,173,14,114,514,5507,123,107,71,7,7,7,77,7,7,7,7,82
Akkur,12.717137,77.290262,25,3,59,16,22,0,0,125,5502,30,25,17,2,2,2,18,2,2,2,2,20
Akkur,12.717137,77.290262,10,0,12,0,9,0,10,41,1908,9,8,5,1,1,1,6,1,1,1,1,6
Alahalli,17.033733,76.250407,104,0,163,9,202,25,89,592,3602,141,124,82,9,9,9,88,9,9,9,9,94
Alanatha,12.38137,77.51944,7,4,1,0,3,0,0,15,4665,3,3,2,0,0,0,2,0,0,0,0,2
Alurduddanahalli,13.272765,77.602698,10,3,28,15,10,1,38,105,1507,25,21,14,2,2,2,15,2,2,2,2,16
Aluru,18.444032,83.099966,109,4,200,22,189,1,321,846,5575,202,177,118,12,12,12,126,12,12,12,12,135
Ambadahalli,12.525352,77.190013,3,0,4,1,14,0,2,24,1212,5,4,3,0,0,0,3,0,0,0,0,3
Anekal,12.711165,77.693805,11,0,69,0,37,0,31,148,5876,35,30,20,2,2,2,22,2,2,2,2,23
Anjanapura,12.987687,77.487935,93,0,144,6,204,1,47,495,5782,118,103,69,7,7,7,74,7,7,7,7,79
Ankanahalli,12.459165,77.195552,1199,1551,3938,498,5069,455,20163,32873,5498,7889,6903,4602,470,470,470,4930,470,470,470,470,5259
Anneshwara,13.21299,77.71576,166,1,229,9,392,24,309,1130,6599,271,237,158,16,16,16,169,16,16,16,16,180
Antharahalli,13.354565,77.510484,37,44,155,17,0,0,52,305,787,73,63,42,4,4,4,45,4,4,4,4,48
Aradeshanahalli,13.231387,77.568716,36,21,74,1,72,0,332,536,6690,128,112,74,8,8,8,80,8,8,8,8,85
Arakere,12.887687,77.597158,3,0,4,0,14,0,1,22,777,4,4,2,0,0,0,3,0,0,0,0,3
Aralalasandra,12.579599,77.275891,1,0,0,0,0,0,0,1,1932,0,0,0,0,0,0,0,0,0,0,0,0
Arallumallige,13.287871,77.538954,1,0,0,0,9,0,2,12,2226,2,2,1,0,0,0,1,0,0,0,0,1
Arasinakunte,13.071323,77.423337,0,0,0,0,0,1,0,1,757,0,0,0,0,0,0,0,0,0,0,0,0
Arebommnahalli,16.211328,77.348212,123,18,167,9,184,1,792,1294,968,310,271,180,19,19,19,194,19,19,19,19,206
Arudi,19.836968,75.911293,59,0,243,1,152,2,595,1052,3221,252,220,147,15,15,15,157,15,15,15,15,168
Attibele,12.779295,77.766305,37,52,208,53,5,0,244,599,4185,143,125,83,9,9,9,89,9,9,9,9,95
Attihalli,12.503895,77.329742,59,0,46,0,122,3,82,312,5228,74,65,43,5,5,5,46,5,5,5,5,49
Attikuppe,12.677915,77.52868,101,0,54,5,104,6,94,364,2207,87,76,50,5,5,5,54,5,5,5,5,58
Attimagere,13.836149,76.369993,35,19,217,26,0,8,201,506,5903,121,106,70,7,7,7,75,7,7,7,7,80
Averahalli,13.163944,76.96753,45,25,134,32,148,0,87,471,6577,112,98,65,7,7,7,70,7,7,7,7,75
Bachenahatti,12.954251,77.303284,17,0,17,5,3,0,67,109,6028,25,22,15,2,2,2,16,2,2,2,2,17
Bagalur,13.133511,77.66889,48,0,9,0,153,23,135,368,4887,88,76,51,5,5,5,55,5,5,5,5,58
Baginigere,13.046456,77.117059,36,0,102,3,43,1,188,373,1849,89,78,52,5,5,5,55,5,5,5,5,59
Baktharahalli,13.33208,77.840143,88,3,50,1,108,12,50,312,2745,74,65,43,5,5,5,46,5,5,5,5,49
Banavadi,13.118499,77.25642,113,2,132,25,346,116,1606,2340,3508,561,491,327,33,33,33,351,33,33,33,33,374
Banavasi,12.641805,77.545193,8,0,26,7,63,0,97,201,2861,48,42,28,3,3,3,30,3,3,3,3,32
Bandikodigehalli,13.172189,77.689914,20,3,64,20,0,0,70,177,3400,42,36,24,3,3,3,26,3,3,3,3,28
Bannikuppe,12.469995,76.425951,40,0,81,3,159,0,193,476,1042,114,99,66,7,7,7,71,7,7,7,7,76
Bannimakodalu,12.477835,76.564679,87,0,140,22,130,20,143,542,5130,129,113,75,8,8,8,81,8,8,8,8,86
Baragenahalli,13.985157,76.270994,56,0,6,0,172,7,221,462,5950,110,96,64,7,7,7,69,7,7,7,7,73
Basettihalli,13.255863,77.555304,26,5,10,3,38,0,38,120,4388,28,25,16,2,2,2,18,2,2,2,2,19
Begur,12.877455,77.625702,84,0,62,1,167,16,61,391,3663,93,81,54,6,6,6,58,6,6,6,6,62
Bendiganahalli,13.068081,77.759814,10,8,20,0,10,1,9,58,3921,13,12,8,1,1,1,8,1,1,1,1,9
Bestamaranahalli,12.730134,77.7271,32,26,207,6,157,15,505,948,4238,227,198,132,14,14,14,142,14,14,14,14,151
Bettahalsur,13.161882,77.610001,7,6,50,36,52,0,11,162,4067,38,33,22,2,2,2,24,2,2,2,2,25
Bettakote,13.199514,77.741631,20,1,18,0,18,0,93,150,6788,36,31,20,2,2,2,22,2,2,2,2,24
Bevur,12.716826,77.125888,0,0,2,1,8,1,0,12,4511,2,2,1,0,0,0,1,0,0,0,0,1
Bidadi,12.7969,77.383935,1053,202,930,267,844,10,1654,4960,2395,1190,1041,694,71,71,71,744,71,71,71,71,793
Bidalur,13.19433,77.300888,15,0,17,2,47,0,30,111,2312,26,22,15,2,2,2,16,2,2,2,2,17
Bidaraguppe,12.805802,77.786161,108,3,68,14,208,3,86,490,2411,117,102,68,7,7,7,73,7,7,7,7,78
Bijjahalli,12.450358,77.543805,22,2,16,8,111,4,18,181,5477,43,37,25,3,3,3,27,3,3,3,3,28
Bijjawara,13.329304,77.744668,23,0,35,7,19,0,41,125,6765,30,25,17,2,2,2,18,2,2,2,2,20
Bilagumba,12.759572,77.256356,39,3,140,34,142,3,186,547,4458,130,114,76,8,8,8,82,8,8,8,8,87
Bilagumba,12.759572,77.256356,18,0,17,1,25,3,44,108,6392,25,22,14,2,2,2,16,2,2,2,2,17
Billanakote,13.196815,77.270178,6,0,4,1,20,0,0,31,4461,7,6,4,0,0,0,4,0,0,0,0,4
Biskur,22.244846,85.004736,88,3,68,11,45,0,325,540,701,129,113,75,8,8,8,81,8,8,8,8,86
Budigere,13.080119,77.736444,26,5,125,43,101,1,169,470,3257,112,98,65,7,7,7,70,7,7,7,7,75
Budihal,15.167558,75.851118,9,0,18,0,2,0,65,94,1029,22,19,12,1,1,1,14,1,1,1,1,14
Byagadadenahalli,12.752488,77.702416,86,0,106,2,176,121,137,628,5463,150,131,87,9,9,9,94,9,9,9,9,100
Bylakere,13.112626,77.524738,6,0,14,0,27,2,122,171,3570,40,35,23,3,3,3,25,3,3,3,3,27
Bylanarasapura,13.177819,77.935362,56,0,31,2,36,3,24,152,3383,36,31,21,2,2,2,22,2,2,2,2,24
Byramangala,12.748652,77.421765,35,0,13,0,39,2,6,95,2981,22,19,13,1,1,1,14,1,1,1,1,15
Chakarabhavi,10.904229,79.202741,210,345,298,41,255,18,1771,2938,4627,705,616,411,42,42,42,440,42,42,42,42,470
Chakkalur,12.594377,77.156452,6,0,10,0,34,9,11,70,3636,16,14,9,1,1,1,10,1,1,1,1,11
Chakkere,12.610249,77.170713,56,35,135,26,237,0,349,838,2503,201,175,117,12,12,12,125,12,12,12,12,134
Chamarajasagara,11.920629,76.940999,43,0,143,1,50,1,260,498,2643,119,104,69,7,7,7,74,7,7,7,7,79
Channapatna Bazar,12.652998,77.200376,8,0,3,0,3,0,11,25,1463,6,4,3,0,0,0,3,0,0,0,0,4
Channapatna,12.652998,77.200376,44,0,40,11,153,1,205,454,4437,108,94,63,7,7,7,68,7,7,7,7,72
Channarayapatna,12.907893,76.386772,35,0,24,6,69,7,200,341,958,81,71,47,5,5,5,51,5,5,5,5,54
Cheelur,12.646577,77.418654,41,31,99,20,82,0,108,381,3920,91,79,53,5,5,5,57,5,5,5,5,60
Chikkajala,13.172651,77.63648,28,0,13,0,38,2,10,91,1791,21,18,12,1,1,1,13,1,1,1,1,14
Chikkalahalli,12.432424,77.351383,179,0,110,20,292,0,366,967,4490,231,202,135,14,14,14,145,14,14,14,14,154
Chikkamuduvadi,12.6216,77.37553,173,3,145,35,418,8,173,955,3929,229,200,133,14,14,14,143,14,14,14,14,152
Chikkanahalli,12.71773,77.646473,50,85,116,21,99,5,965,1341,1660,321,281,187,19,19,19,201,19,19,19,19,214
Chunchanakuppe,12.909577,77.386681,19,0,74,0,35,2,204,334,2554,79,69,46,5,5,5,50,5,5,5,5,53
Dasanapura,13.075695,77.436605,10,19,38,7,0,0,18,92,4472,21,19,12,1,1,1,13,1,1,1,1,14
Devanahalli,13.245359,77.71287,54,7,22,4,16,0,111,214,4989,51,44,29,3,3,3,32,3,3,3,3,34
Devarahosahalli,13.62456,77.4998,38,0,144,2,101,0,73,358,6756,85,75,50,5,5,5,53,5,5,5,5,57
Dodballapura Bazar,21.255097,73.303908,35,0,66,33,177,0,61,372,2975,88,78,52,5,5,5,55,5,5,5,5,59
Dodballapura,13.299394,77.536689,32,1,28,4,48,0,23,136,2878,32,28,18,2,2,2,20,2,2,2,2,21
Doddabelavangala,13.288019,77.421631,62,0,7,0,178,8,75,330,4213,79,69,46,5,5,5,49,5,5,5,5,52
Doddabele,12.888859,77.476972,41,9,128,34,76,0,0,288,1666,69,60,40,4,4,4,43,4,4,4,4,46
Doddagangawadi,12.789273,77.197528,51,0,202,3,111,33,92,492,6652,117,103,68,7,7,7,73,7,7,7,7,78
Doddagattiganabbe,13.034146,77.787375,79,0,61,6,134,4,87,371,5171,88,77,51,5,5,5,55,5,5,5,5,59
Doddahejjaji,13.270794,77.414102,46,2,17,0,25,1,13,104,819,24,21,14,2,2,2,15,2,2,2,2,16
Doddajala,13.17672,77.651848,191,27,234,3,344,0,617,1416,3532,339,297,198,20,20,20,212,20,20,20,20,226
Doddakabballi,12.44081,77.51785,2,0,1,1,6,0,1,11,5482,2,1,1,0,0,0,1,0,0,0,0,1
Doddamudigere,13.023898,77.124073,6,0,0,0,2,0,0,8,2837,1,1,0,0,0,0,1,0,0,0,0,1
Doddanallala,13.082973,77.896487,1,0,4,0,8,0,1,14,1220,3,2,1,0,0,0,2,0,0,0,0,2
Doddasanne,13.217879,77.693955,28,1,109,15,65,0,0,218,1283,52,45,30,3,3,3,32,3,3,3,3,34
Doddasomanahalli,12.791037,76.518733,46,1,94,0,84,2,39,266,6313,63,55,37,4,4,4,39,4,4,4,4,42
Doddatumkur,13.226463,77.531122,122,0,113,3,418,9,244,909,2841,217,190,127,13,13,13,136,13,13,13,13,145
Dommasandra,13.011225,77.740368,323,5,495,10,1183,520,172,2708,5978,649,568,378,39,39,39,406,39,39,39,39,433
Ganakal,12.896802,77.512244,34,0,75,27,49,0,3,188,2172,45,39,26,2,2,2,28,2,2,2,2,30
Ganalu,12.602162,77.395921,12,1,12,2,153,0,43,223,5192,53,46,31,3,3,3,33,3,3,3,3,35
Gangonahalli,13.207244,77.031386,29,0,193,54,2,0,195,473,939,113,99,66,7,7,7,70,7,7,7,7,75
Gantiganahalli,13.14408,77.58853,11,0,36,1,20,1,169,238,6525,57,49,33,3,3,3,35,3,3,3,3,38
Garakahalli,12.533619,77.144993,0,0,0,0,0,0,0,0,2306,0,0,0,0,0,0,0,0,0,0,0,0
GCEC Ramanagara,12.724698,77.274043,135,0,180,26,157,0,126,624,2550,149,130,87,9,9,9,93,9,9,9,9,99
Gejjagaragupppe,12.84963,77.200464,60,19,11,9,12,0,155,266,3471,63,55,37,4,4,4,39,4,4,4,4,42
Girenahalli,12.677262,77.456901,4,0,10,0,7,0,1,22,1457,4,4,2,0,0,0,3,0,0,0,0,3
Gollahalli,12.829183,77.666357,28,0,184,57,102,0,123,494,4819,118,103,68,7,7,7,74,7,7,7,7,78
Gollahalli,12.829183,77.666357,60,0,56,0,243,4,67,430,1978,103,90,60,6,6,6,64,6,6,6,6,68
Gottigehalli,12.720975,77.52633,13,11,135,34,0,0,168,361,6029,86,75,50,5,5,5,54,5,5,5,5,57
Government Silk Farm,13.017789,77.006237,217,8,413,13,606,107,397,1761,4249,422,369,246,25,25,25,264,25,25,25,25,281
Gowdagere,12.405185,77.102302,108,0,68,8,182,9,67,442,5149,105,92,61,6,6,6,66,6,6,6,6,70
Guddanahalli,13.00277,77.965516,19,0,106,33,87,0,225,470,3103,112,98,65,7,7,7,70,7,7,7,7,75
Gudemaranahalli,13.051594,77.264186,98,0,57,0,44,0,3,202,1047,48,42,28,3,3,3,30,3,3,3,3,32
Gundamgere,13.437781,77.478007,55,7,79,1,287,17,164,610,2519,146,127,85,9,9,9,91,9,9,9,9,97
Guttalahunase,12.582464,77.485257,0,0,0,0,0,0,0,0,1842,0,0,0,0,0,0,0,0,0,0,0,0
H.Kothanuru,28.654899,77.428623,2,0,0,0,0,0,0,2,3576,0,0,0,0,0,0,0,0,0,0,0,0
Hadonahalli,13.039501,76.948428,1,0,0,1,8,0,2,12,5643,2,2,1,0,0,0,1,0,0,0,0,1
Hagalahalli,12.554343,77.077457,14,0,96,5,94,0,24,233,5542,55,48,32,3,3,3,34,3,3,3,3,37
Hanabe,13.324996,77.463533,69,0,67,19,81,1,92,329,2283,78,69,46,5,5,5,49,5,5,5,5,52
Hanchaguli,12.493,77.523974,101,3,110,3,281,20,100,618,755,148,129,86,9,9,9,92,9,9,9,9,98
Handenahalli,12.826298,77.767556,0,0,0,0,0,0,0,0,3401,0,0,0,0,0,0,0,0,0,0,0,0
Harathi,30.664455,78.303395,7,0,58,1,24,1,31,122,4138,28,25,16,2,2,2,18,2,2,2,2,19
Harisandra,12.786776,77.304435,120,5,47,39,268,0,278,757,4558,181,158,105,11,11,11,113,11,11,11,11,120
Harobele,12.40318,77.42639,59,3,89,11,8,0,73,243,5403,58,51,34,3,3,3,36,3,3,3,3,38
Harohalli,12.755986,77.758675,97,7,44,38,288,46,448,968,6632,232,202,135,14,14,14,145,14,14,14,14,154
Harohalli,12.755986,77.758675,6,2,26,0,161,4,53,252,2911,60,52,35,4,4,4,37,4,4,4,4,40
Hasigala,13.135244,77.775208,43,12,58,7,130,0,203,453,4677,108,94,63,7,7,7,67,7,7,7,7,72
Heggadahalli,12.101896,76.598685,3,0,17,0,15,0,36,71,1143,16,14,9,1,1,1,10,1,1,1,1,11
Hegganahalli,13.001118,77.506655,60,71,241,26,179,6,577,1160,1362,278,243,162,16,16,16,174,16,16,16,16,185
Heggunda,13.277719,77.258973,3,0,13,3,73,4,71,167,2777,39,34,23,2,2,2,25,2,2,2,2,26
Hejjala,12.849125,77.418164,0,0,1,0,0,0,0,1,6725,0,0,0,0,0,0,0,0,0,0,0,0
Helagahalli,12.366832,77.408232,0,0,0,0,0,0,0,0,6407,0,0,0,0,0,0,0,0,0,0,0,0
Herandyappanahalli,12.472561,77.527292,0,0,0,0,6,1,2,9,848,1,1,1,0,0,0,1,0,0,0,0,1
Hindaganala,13.568449,76.601719,18,5,67,3,41,2,23,159,3314,37,33,22,2,2,2,23,2,2,2,2,25
Honganur,12.604008,77.217546,3644,407,4167,463,4813,9,14383,27886,1028,6692,5856,3904,398,398,398,4182,398,398,398,398,4461
Honnasandra,13.116816,77.447207,15,8,54,23,1,0,34,135,687,32,28,18,2,2,2,20,2,2,2,2,21
Honnayakanahalli,12.680458,77.086625,129,2,3,0,321,30,494,979,6038,234,205,136,14,14,14,146,14,14,14,14,156
Honniganahalli,12.668052,77.223263,32,4,50,10,100,4,71,271,2688,64,56,37,4,4,4,40,4,4,4,4,43
Horalagallu,12.476755,77.399005,712,0,904,9,2008,412,658,4703,6211,1128,987,658,67,67,67,705,67,67,67,67,752
Hosadurga,13.79806,76.28541,589,16,1611,254,5112,154,2732,10468,3536,2512,2197,1465,150,150,150,1570,150,150,150,150,1674
Hosahalli,12.794251,77.677824,18,1,12,3,37,0,27,98,3257,23,20,13,1,1,1,14,1,1,1,1,15
Hoskote Indl. Area,13.07184,77.787331,85,0,12,0,181,13,108,399,3847,95,83,55,6,6,6,59,6,6,6,6,63
Hoskote,13.07184,77.787331,14,6,42,0,21,0,33,116,4398,27,24,16,2,2,2,17,2,2,2,2,18
Hosur,12.731356,77.827029,29,0,31,12,49,0,174,295,1671,70,61,41,4,4,4,44,4,4,4,4,47
Hulikal,13.727245,75.008029,80,9,651,12,239,59,677,1727,1699,414,362,241,25,25,25,259,25,25,25,25,276
Hulikunte,13.981883,76.922553,0,0,0,0,0,0,0,0,4089,0,0,0,0,0,0,0,0,0,0,0,0
Hullegowdanahalli,13.060095,77.406509,8,0,5,0,4,0,3,20,4148,4,4,2,0,0,0,3,0,0,0,0,3
Hullenahalli,12.988486,76.677039,5,0,10,0,5,0,1,21,2389,4,4,2,0,0,0,3,0,0,0,0,3
Hunasamaranahalli,13.151616,77.620559,1,0,16,1,20,0,27,65,2042,15,13,8,1,1,1,9,1,1,1,1,10
Hunasanahalli,12.984909,78.17064,34,0,106,3,28,0,212,383,4121,91,80,53,5,5,5,57,5,5,5,5,61
Hunkunda,13.05043,78.245648,125,18,194,0,591,17,97,1042,1398,249,218,145,15,15,15,156,15,15,15,15,166
Huskur,12.861299,77.706789,2,0,0,0,6,2,7,17,2876,3,3,2,0,0,0,2,0,0,0,0,2
Ibasapura,13.243353,77.820957,47,0,69,11,191,12,263,593,3765,142,124,82,9,9,9,88,9,9,9,9,94
Iggalur,12.786632,77.704156,48,4,29,17,38,0,53,189,2435,45,39,26,3,3,3,28,3,3,3,3,30
Ijoor Ramangaram,12.722254,77.270728,5,1,21,1,21,2,2,53,912,12,10,7,1,1,1,7,1,1,1,1,8
Indalavadi,12.728673,77.641688,22,0,97,35,38,2,159,353,3507,84,73,49,5,5,5,52,5,5,5,5,56
Ittmadu,25.488102,86.783456,36,0,7,1,48,1,33,126,4771,30,26,17,2,2,2,18,2,2,2,2,20
Jadigenahalli,13.051533,77.853119,93,14,247,55,211,0,2,622,1052,148,130,86,9,9,9,93,9,9,9,9,99
Jagadapura,12.50579,77.226212,26,0,70,26,16,0,81,219,3471,52,45,30,3,3,3,32,3,3,3,3,34
Jakkanahalli,13.231388,76.729599,0,0,0,0,1,0,0,1,4737,0,0,0,0,0,0,0,0,0,0,0,0
Jakkasandra,13.089412,77.965936,63,0,192,62,139,0,133,589,737,141,123,82,8,8,8,88,8,8,8,8,94
Jalamangala,12.821483,77.220964,67,0,95,16,171,4,103,456,4015,109,95,63,7,7,7,68,7,7,7,7,72
Jalige,13.22689,77.585522,244,64,196,31,74,0,594,1203,6729,288,252,168,17,17,17,180,17,17,17,17,192
Jodidasarahalli,13.09978,77.836088,44,2,24,2,36,0,52,160,1585,38,33,22,2,2,2,24,2,2,2,2,25
K.Karenahalli,13.26971,77.977374,77,28,19,17,422,200,575,1338,6548,321,280,187,19,19,19,200,19,19,19,19,214
K.Satyavara,28.654899,77.428623,34,0,90,21,77,0,30,252,5329,60,52,35,4,4,4,37,4,4,4,4,40
Kabbal,12.500927,77.304075,0,0,0,0,0,0,0,0,3614,0,0,0,0,0,0,0,0,0,0,0,0
Kadabagere,12.996485,77.432955,71,12,128,0,101,2,66,380,3388,91,79,53,5,5,5,57,5,5,5,5,60
Kadahalli,13.962472,75.061889,28,5,91,31,78,0,100,333,5521,79,69,46,5,5,5,49,5,5,5,5,53
Kadalappanahalli,13.374058,77.408529,111,125,375,31,250,18,3160,4070,6367,976,854,569,58,58,58,610,58,58,58,58,651
Kadanur,12.226142,75.778462,34,0,64,30,126,0,49,303,4531,72,63,42,4,4,4,45,4,4,4,4,48
Kaggala Halli,12.52952,76.222681,82,29,644,104,11,83,474,1427,4047,342,299,199,20,20,20,214,20,20,20,20,228
Kailancha,12.669956,77.328627,59,6,161,34,162,13,110,545,6015,130,114,76,8,8,8,81,8,8,8,8,87
Kalari,13.009141,77.169336,3,0,3,0,8,0,0,14,4625,3,2,1,0,0,0,2,0,0,0,0,2
Kallahalli,12.52454,76.87327,103,0,119,14,252,2,440,930,5340,223,195,130,13,13,13,139,13,13,13,13,148
Kallanakupppe,13.31707,76.245522,11,0,18,0,24,6,15,74,2773,17,15,10,1,1,1,11,1,1,1,1,11
Kalludevanahalli,12.7753,76.757503,0,0,0,0,0,0,0,0,3336,0,0,0,0,0,0,0,0,0,0,0,0
Kalya,12.979385,77.181536,198,3,205,8,205,7,70,696,3959,166,145,97,10,10,10,104,10,10,10,10,111
Kambalu,13.16693,77.24036,0,0,1,0,0,0,0,1,3508,0,0,0,0,0,0,0,0,0,0,0,0
Kanakapura Bazar,12.543748,77.423846,40,5,119,24,155,0,7,350,6587,84,73,48,5,5,5,52,5,5,5,5,56
Kanakapura,12.543748,77.423846,62,6,57,20,94,3,168,410,5701,98,85,57,6,6,6,61,6,6,6,6,65
Kanasavadi,13.20969,77.437131,109,2,85,8,251,2,113,570,3349,136,119,79,8,8,8,85,8,8,8,8,91
Kanchugaranahalli,14.176031,75.770235,79,5,139,10,229,0,489,951,4365,228,199,132,14,14,14,142,14,14,14,14,152
Kannamangala,13.027413,77.76972,0,0,1,0,8,3,0,12,6397,2,2,1,0,0,0,1,0,0,0,0,1
Kannamangala,13.027413,77.76972,18,0,92,25,57,0,43,235,6738,56,49,32,3,3,3,35,3,3,3,3,37
Kannur,11.871823,75.378472,99,0,91,16,175,2,47,430,4542,103,90,60,6,6,6,64,6,6,6,6,68
Kanva,16.173134,75.659729,1,0,0,0,0,0,0,1,4321,0,0,0,0,0,0,0,0,0,0,0,0
Karahalli,12.99652,78.182843,25,2,147,21,133,0,244,572,6641,136,120,80,8,8,8,85,8,8,8,8,91
Karikaldoddi,12.64892,77.50289,32,8,13,4,36,1,86,180,3510,43,37,25,2,2,2,27,2,2,2,2,28
Karlamangala,12.912928,77.263431,67,5,26,15,238,89,507,947,4245,226,198,132,14,14,14,142,14,14,14,14,151
Kattigenahalli,13.116102,77.633355,2,0,0,1,12,0,0,15,973,3,3,2,0,0,0,2,0,0,0,0,2
Kembliganahalli,13.131145,77.882971,34,0,27,0,57,24,12,154,4159,36,31,21,2,2,2,23,2,2,2,2,24
Kempasagara,13.387816,76.234907,19,0,38,1,42,1,15,116,5077,27,24,16,2,2,2,17,2,2,2,2,18
Kithanahalli,13.008884,77.418483,7,0,16,0,28,0,66,117,3950,27,24,16,2,2,2,17,2,2,2,2,18
Kodamballi,8.695477,76.770122,12,0,24,0,41,0,93,170,4358,40,35,23,2,2,2,25,2,2,2,2,27
Kodigehalli,13.056222,77.576593,73,7,200,35,159,0,91,565,2434,135,118,78,8,8,8,84,8,8,8,8,90
Kodihalli,12.963424,77.649353,5,0,19,1,28,0,28,81,4768,19,16,11,1,1,1,12,1,1,1,1,12
Koira,21.907891,85.25153,75,5,76,13,88,2,64,323,4613,77,67,45,5,5,5,48,5,5,5,5,51
Kolagondanahalli,12.460729,77.609725,16,1,64,0,31,0,83,195,4474,46,40,27,3,3,3,29,3,3,3,3,31
Koligere,13.302151,77.391771,0,0,2,0,0,1,0,3,3919,0,0,0,0,0,0,0,0,0,0,0,0
Kollalagatta,13.195718,77.322555,7,0,21,3,32,2,60,125,5643,30,25,17,2,2,2,18,2,2,2,2,20
Kollathur,12.749793,79.14363,91,10,143,4,136,0,471,855,2557,205,179,119,12,12,12,128,12,12,12,12,136
Kolliganahalli,12.711586,77.40762,27,0,95,16,160,4,79,381,2492,91,79,53,5,5,5,57,5,5,5,5,60
Kongadiyappa Road,22.61373,88.41263,27,14,14,2,42,0,185,284,6767,67,59,39,4,4,4,42,4,4,4,4,45
Konnagatta,12.930264,77.463923,0,0,0,0,2,0,0,2,4381,0,0,0,0,0,0,0,0,0,0,0,0
Korati,12.899752,76.966877,86,7,182,2,146,0,414,837,1789,200,175,116,12,12,12,125,12,12,12,12,133
Kottagalu,12.664043,77.389733,33,30,76,7,118,2,287,553,4467,132,115,77,8,8,8,82,8,8,8,8,88
Krishnapuradoddi,12.682537,77.311857,56,35,94,16,98,0,201,500,5983,120,105,70,7,7,7,75,7,7,7,7,80
Kudlur,13.209068,75.838138,29,0,35,1,72,0,20,157,4848,37,32,21,2,2,2,23,2,2,2,2,24
Kudur,13.108057,77.165789,77,13,198,10,502,0,432,1232,5328,295,258,172,18,18,18,184,18,18,18,18,196
Kugur,12.901721,77.806114,106,0,142,10,130,0,619,1007,2522,241,211,140,14,14,14,151,14,14,14,14,160
